id,source_lon,source_lat,target_lon,target_lat
1,6.536059009904081,53.2377319871374,6.5531160595315585,53.216031331718845
2,6.536059009904081,53.2377319871374,6.535983258026811,53.275871656796646
3,6.536059009904081,53.2377319871374,6.618163362966532,53.239546734627574
4,6.618163362966532,53.239546734627574,6.928956862645032,53.320996390545695
5,6.618163362966532,53.239546734627574,6.868765368385942,53.165891714955
6,6.868765368385942,53.165891714955,6.608486453796069,53.212457489534266
7,6.578979316977204,53.22720536033988,6.549838104453244,53.21830818232756
8,6.534466076193995,53.23196139385192,6.576559920673765,53.19105919427886
9,6.578979316977204,53.22720536033988,6.551747193669423,53.2285904955419
10,6.534466076193995,53.23196139385192,6.578979316977204,53.22720536033988
